,Liquid Alternative Beta Index,,,Event Driven Liquid Index,,,Global Strategies Liquid Index,,,Long/Short Liquid Index,,,Managed Futures Liquid Index,,,Merger Arbitrage Liquid Index,,
,CSLAB,,,CSLABED,,,CSLABGS,,,CSLABLS,,,CSLABMF,,,CSLABMA,,
Date,CCY,NAV,ROR,CCY,NAV,ROR,CCY,NAV,ROR,CCY,NAV,ROR,CCY,NAV,ROR,CCY,NAV,ROR
2/6/2007,USD,909.34,0.28%,USD,948.69,0.18%,USD,852.73,0.27%,USD,984.45,0.48%,USD,704.84,0.31%,USD,954.51,0.15%
2/5/2007,USD,906.82,-0.17%,USD,947.01,0.05%,USD,850.41,-0.25%,USD,979.7,-0.44%,USD,702.66,-0.59%,USD,953.05,0.20%
2/4/2007,USD,908.39,0.00%,USD,946.51,0.00%,USD,852.56,0.00%,USD,984.03,0.00%,USD,706.85,0.00%,USD,951.17,0.00%
2/3/2007,USD,908.39,0.00%,USD,946.51,0.00%,USD,852.56,0.00%,USD,984.03,0.00%,USD,706.85,0.00%,USD,951.17,0.00%
2/2/2007,USD,908.39,0.08%,USD,946.51,0.12%,USD,852.56,0.07%,USD,984.03,0.11%,USD,706.85,-0.19%,USD,951.17,0.13%
2/1/2007,USD,907.7,0.57%,USD,945.37,0.19%,USD,851.98,0.55%,USD,982.94,1.08%,USD,708.22,0.70%,USD,949.95,0.11%
1/31/2007,USD,902.58,0.00%,USD,943.56,0.06%,USD,847.35,0.03%,USD,972.4,-0.19%,USD,703.3,-0.12%,USD,948.88,0.17%
1/30/2007,USD,902.57,0.26%,USD,942.98,0.14%,USD,847.08,0.12%,USD,974.21,0.38%,USD,704.11,-0.04%,USD,947.24,0.10%
1/29/2007,USD,900.26,0.13%,USD,941.64,0.08%,USD,846.09,0.14%,USD,970.52,0.19%,USD,704.41,0.07%,USD,946.25,-0.06%
1/28/2007,USD,899.07,0.00%,USD,940.93,0.00%,USD,844.88,0.00%,USD,968.68,0.00%,USD,703.92,0.00%,USD,946.82,0.00%
1/27/2007,USD,899.07,0.00%,USD,940.93,0.00%,USD,844.88,0.00%,USD,968.68,0.00%,USD,703.92,0.00%,USD,946.82,0.00%
1/26/2007,USD,899.07,-0.43%,USD,940.93,0.04%,USD,844.88,-0.48%,USD,968.68,-0.97%,USD,703.92,-0.55%,USD,946.82,-0.06%
1/25/2007,USD,902.98,-0.20%,USD,940.55,-0.12%,USD,848.99,-0.19%,USD,978.16,-0.20%,USD,707.84,-0.04%,USD,947.41,0.22%
1/24/2007,USD,904.82,0.19%,USD,941.64,0.20%,USD,850.58,0.16%,USD,980.09,0.35%,USD,708.14,-0.22%,USD,945.37,-0.06%
1/23/2007,USD,903.14,0.35%,USD,939.75,0.32%,USD,849.25,0.23%,USD,976.71,0.33%,USD,709.67,0.52%,USD,945.94,0.31%
1/22/2007,USD,900,0.03%,USD,936.75,-0.10%,USD,847.3,0.09%,USD,973.48,0.18%,USD,705.98,0.22%,USD,943.04,0.01%
1/21/2007,USD,899.75,0.00%,USD,937.71,0.00%,USD,846.5,0.00%,USD,971.69,0.00%,USD,704.41,0.00%,USD,942.9,0.00%
1/20/2007,USD,899.75,0.00%,USD,937.71,0.00%,USD,846.5,0.00%,USD,971.69,0.00%,USD,704.41,0.00%,USD,942.9,0.00%
1/19/2007,USD,899.75,0.28%,USD,937.71,0.33%,USD,846.5,0.16%,USD,971.69,0.29%,USD,704.41,0.16%,USD,942.9,0.39%
1/18/2007,USD,897.2,0.02%,USD,934.58,-0.09%,USD,845.17,0.09%,USD,968.85,0.07%,USD,703.28,0.45%,USD,939.24,0.21%
1/17/2007,USD,897,0.11%,USD,935.45,0.10%,USD,844.39,0.14%,USD,968.18,0.10%,USD,700.13,0.23%,USD,937.27,0.22%
1/16/2007,USD,896.01,0.24%,USD,934.48,0.09%,USD,843.2,0.28%,USD,967.22,0.35%,USD,698.51,0.41%,USD,935.23,0.21%
1/15/2007,USD,893.88,0.00%,USD,933.6,0.00%,USD,840.82,0.00%,USD,963.85,0.00%,USD,695.68,0.00%,USD,933.26,0.00%
1/14/2007,USD,893.88,0.00%,USD,933.6,0.00%,USD,840.82,0.00%,USD,963.85,0.00%,USD,695.68,0.00%,USD,933.26,0.00%
1/13/2007,USD,893.88,0.00%,USD,933.6,0.00%,USD,840.82,0.00%,USD,963.85,0.00%,USD,695.68,0.00%,USD,933.26,0.00%
1/12/2007,USD,893.88,0.61%,USD,933.6,0.18%,USD,840.82,0.57%,USD,963.85,1.16%,USD,695.68,0.83%,USD,933.26,0.05%
1/11/2007,USD,888.47,0.43%,USD,931.96,0.16%,USD,836.02,0.63%,USD,952.79,0.70%,USD,689.96,1.02%,USD,932.76,-0.10%
1/10/2007,USD,884.63,-0.54%,USD,930.43,0.21%,USD,830.81,-0.38%,USD,946.17,-1.26%,USD,683,-0.24%,USD,933.67,0.32%
1/9/2007,USD,889.42,0.04%,USD,928.51,0.06%,USD,834.02,0.02%,USD,958.2,0.00%,USD,684.61,0.15%,USD,930.66,-0.02%
1/8/2007,USD,889.08,-0.02%,USD,927.95,0.12%,USD,833.88,0.01%,USD,958.2,-0.07%,USD,683.61,-0.28%,USD,930.8,0.20%
1/7/2007,USD,889.25,0.00%,USD,926.85,0.00%,USD,833.77,0.00%,USD,958.88,0.00%,USD,685.53,0.00%,USD,928.97,0.00%
1/6/2007,USD,889.25,0.00%,USD,926.85,0.00%,USD,833.77,0.00%,USD,958.88,0.00%,USD,685.53,0.00%,USD,928.97,0.00%
1/5/2007,USD,889.25,-0.49%,USD,926.85,-0.37%,USD,833.77,-0.86%,USD,958.88,-1.02%,USD,685.53,-1.47%,USD,928.97,-0.14%
1/4/2007,USD,893.63,-0.51%,USD,930.33,-0.05%,USD,841.01,-0.35%,USD,968.77,-0.71%,USD,695.73,-0.75%,USD,930.24,-0.24%
1/3/2007,USD,898.23,0.57%,USD,930.82,0.17%,USD,843.95,0.53%,USD,975.68,0.86%,USD,700.99,0.21%,USD,932.47,0.34%
1/2/2007,USD,893.15,0.00%,USD,929.22,0.00%,USD,839.53,0.00%,USD,967.39,0.00%,USD,699.52,0.00%,USD,929.33,0.00%
1/1/2007,USD,893.15,0.00%,USD,929.22,0.00%,USD,839.53,0.00%,USD,967.39,0.00%,USD,699.52,0.00%,USD,929.33,0.00%
12/31/2006,USD,893.15,0.00%,USD,929.22,0.00%,USD,839.53,0.00%,USD,967.39,0.00%,USD,699.52,0.00%,USD,929.33,0.00%
12/30/2006,USD,893.15,0.00%,USD,929.22,0.00%,USD,839.53,0.00%,USD,967.39,0.00%,USD,699.52,0.00%,USD,929.33,0.00%
12/29/2006,USD,893.15,-0.03%,USD,929.22,-0.21%,USD,839.53,0.03%,USD,967.39,0.10%,USD,699.52,-0.31%,USD,929.33,-0.24%
12/28/2006,USD,893.38,0.25%,USD,931.22,-0.03%,USD,839.29,0.15%,USD,966.38,0.27%,USD,701.67,0.32%,USD,931.52,0.07%
12/27/2006,USD,891.11,0.54%,USD,931.51,0.23%,USD,838.04,0.54%,USD,963.73,0.83%,USD,699.43,0.62%,USD,930.91,0.09%
12/26/2006,USD,886.32,0.01%,USD,929.35,0.27%,USD,833.53,0.14%,USD,955.79,-0.17%,USD,695.12,0.57%,USD,930.08,0.16%
12/25/2006,USD,886.27,0.00%,USD,926.84,0.00%,USD,832.33,0.00%,USD,957.43,0.00%,USD,691.2,0.00%,USD,928.57,0.00%
12/24/2006,USD,886.27,0.00%,USD,926.84,0.00%,USD,832.33,0.00%,USD,957.43,0.00%,USD,691.2,0.00%,USD,928.57,0.00%
12/23/2006,USD,886.27,0.00%,USD,926.84,0.00%,USD,832.33,0.00%,USD,957.43,0.00%,USD,691.2,0.00%,USD,928.57,0.00%
12/22/2006,USD,886.27,-0.06%,USD,926.84,-0.18%,USD,832.33,-0.08%,USD,957.43,-0.23%,USD,691.2,0.00%,USD,928.57,-0.20%
12/21/2006,USD,886.82,-0.10%,USD,928.51,-0.11%,USD,833,-0.14%,USD,959.62,-0.07%,USD,691.17,0.02%,USD,930.41,-0.17%
12/20/2006,USD,887.7,0.43%,USD,929.54,0.13%,USD,834.13,0.41%,USD,960.32,0.75%,USD,691.03,-0.05%,USD,932.03,0.08%
12/19/2006,USD,883.94,-0.13%,USD,928.33,0.17%,USD,830.72,-0.10%,USD,953.17,-0.50%,USD,691.41,0.29%,USD,931.29,0.36%
12/18/2006,USD,885.13,0.05%,USD,926.72,-0.05%,USD,831.59,0.08%,USD,957.96,0.05%,USD,689.44,-0.17%,USD,927.93,0.38%
12/17/2006,USD,884.7,0.00%,USD,927.17,0.00%,USD,830.89,0.00%,USD,957.5,0.00%,USD,690.63,0.00%,USD,924.4,0.00%
12/16/2006,USD,884.7,0.00%,USD,927.17,0.00%,USD,830.89,0.00%,USD,957.5,0.00%,USD,690.63,0.00%,USD,924.4,0.00%
12/15/2006,USD,884.7,0.03%,USD,927.17,-0.05%,USD,830.89,-0.07%,USD,957.5,0.08%,USD,690.63,-0.74%,USD,924.4,-0.09%
12/14/2006,USD,884.46,0.11%,USD,927.63,0.24%,USD,831.46,0.12%,USD,956.74,0.16%,USD,695.81,0.24%,USD,925.2,0.38%
12/13/2006,USD,883.53,-0.01%,USD,925.38,-0.05%,USD,830.45,0.07%,USD,955.17,0.17%,USD,694.14,-0.38%,USD,921.68,-0.02%
12/12/2006,USD,883.59,0.14%,USD,925.88,0.04%,USD,829.86,0.19%,USD,953.57,0.29%,USD,696.8,0.23%,USD,921.87,0.15%
12/11/2006,USD,882.36,-0.01%,USD,925.49,-0.07%,USD,828.32,0.02%,USD,950.79,-0.14%,USD,695.21,0.72%,USD,920.53,-0.34%
12/10/2006,USD,882.49,0.00%,USD,926.17,0.00%,USD,828.13,0.00%,USD,952.09,0.00%,USD,690.22,0.00%,USD,923.67,0.00%
12/9/2006,USD,882.49,0.00%,USD,926.17,0.00%,USD,828.13,0.00%,USD,952.09,0.00%,USD,690.22,0.00%,USD,923.67,0.00%
12/8/2006,USD,882.49,-0.03%,USD,926.17,0.03%,USD,828.13,0.16%,USD,952.09,-0.02%,USD,690.22,-0.67%,USD,923.67,0.12%
12/7/2006,USD,882.72,0.11%,USD,925.9,0.01%,USD,826.83,0.08%,USD,952.25,0.23%,USD,694.86,-0.25%,USD,922.59,0.02%
12/6/2006,USD,881.77,0.07%,USD,925.84,-0.08%,USD,826.15,0.12%,USD,950.02,0.29%,USD,696.6,-0.84%,USD,922.38,-0.08%
12/5/2006,USD,881.12,0.18%,USD,926.6,0.16%,USD,825.15,0.07%,USD,947.31,0.21%,USD,702.5,0.35%,USD,923.16,0.11%
12/4/2006,USD,879.51,0.29%,USD,925.11,0.35%,USD,824.57,0.35%,USD,945.31,0.34%,USD,700.03,-0.02%,USD,922.13,-0.07%
12/3/2006,USD,876.98,0.00%,USD,921.84,0.00%,USD,821.67,0.00%,USD,942.08,0.00%,USD,700.2,0.00%,USD,922.79,0.00%
12/2/2006,USD,876.98,0.00%,USD,921.84,0.00%,USD,821.67,0.00%,USD,942.08,0.00%,USD,700.2,0.00%,USD,922.79,0.00%
12/1/2006,USD,876.98,-0.07%,USD,921.84,0.06%,USD,821.67,0.06%,USD,942.08,-0.10%,USD,700.2,0.50%,USD,922.79,0.35%
11/30/2006,USD,877.63,0.23%,USD,921.3,0.32%,USD,821.16,0.33%,USD,942.98,0.34%,USD,696.75,1.39%,USD,919.55,0.33%
11/29/2006,USD,875.58,0.43%,USD,918.32,0.36%,USD,818.43,0.55%,USD,939.76,0.77%,USD,687.21,-0.03%,USD,916.56,0.23%
11/28/2006,USD,871.87,-0.07%,USD,915.03,0.17%,USD,813.98,0.09%,USD,932.6,-0.21%,USD,687.43,0.05%,USD,914.46,0.21%
11/27/2006,USD,872.46,-0.41%,USD,913.44,-0.57%,USD,813.27,-0.48%,USD,934.58,-0.53%,USD,687.08,0.36%,USD,912.52,-0.23%
11/26/2006,USD,876.08,0.00%,USD,918.68,0.00%,USD,817.19,0.00%,USD,939.58,0.00%,USD,684.61,0.00%,USD,914.63,0.00%
11/25/2006,USD,876.08,0.00%,USD,918.68,0.00%,USD,817.19,0.00%,USD,939.58,0.00%,USD,684.61,0.00%,USD,914.63,0.00%
11/24/2006,USD,876.08,0.20%,USD,918.68,0.21%,USD,817.19,0.18%,USD,939.58,0.09%,USD,684.61,0.12%,USD,914.63,0.38%
11/23/2006,USD,874.31,0.00%,USD,916.8,0.00%,USD,815.74,0.00%,USD,938.73,0.00%,USD,683.76,0.00%,USD,911.13,0.00%
11/22/2006,USD,874.31,0.42%,USD,916.8,0.14%,USD,815.74,0.43%,USD,938.73,0.78%,USD,683.76,0.57%,USD,911.13,0.31%
11/21/2006,USD,870.69,0.06%,USD,915.52,-0.02%,USD,812.25,0.08%,USD,931.47,0.07%,USD,679.91,0.68%,USD,908.29,-0.13%
11/20/2006,USD,870.18,-0.04%,USD,915.67,0.15%,USD,811.6,0.04%,USD,930.83,-0.31%,USD,675.29,0.38%,USD,909.43,0.15%
11/19/2006,USD,870.56,0.00%,USD,914.33,0.00%,USD,811.31,0.00%,USD,933.71,0.00%,USD,672.73,0.00%,USD,908.05,0.00%
11/18/2006,USD,870.56,0.00%,USD,914.33,0.00%,USD,811.31,0.00%,USD,933.71,0.00%,USD,672.73,0.00%,USD,908.05,0.00%
11/17/2006,USD,870.56,-0.09%,USD,914.33,0.04%,USD,811.31,-0.20%,USD,933.71,-0.31%,USD,672.73,-0.04%,USD,908.05,0.18%
11/16/2006,USD,871.36,0.09%,USD,913.97,-0.01%,USD,812.94,0.06%,USD,936.66,-0.02%,USD,672.99,-0.23%,USD,906.42,0.01%
11/15/2006,USD,870.56,0.23%,USD,914.1,0.11%,USD,812.47,0.19%,USD,936.83,0.27%,USD,674.55,0.15%,USD,906.29,0.00%
11/14/2006,USD,868.55,0.28%,USD,913.12,0.35%,USD,810.96,0.11%,USD,934.33,0.37%,USD,673.53,0.11%,USD,906.29,0.19%
11/13/2006,USD,866.15,-0.10%,USD,909.92,0.01%,USD,810.06,-0.08%,USD,930.93,-0.21%,USD,672.82,0.00%,USD,904.57,-0.09%
11/12/2006,USD,867.06,0.00%,USD,909.82,0.00%,USD,810.68,0.00%,USD,932.89,0.00%,USD,672.83,0.00%,USD,905.36,0.00%
11/11/2006,USD,867.06,0.00%,USD,909.82,0.00%,USD,810.68,0.00%,USD,932.89,0.00%,USD,672.83,0.00%,USD,905.36,0.00%
11/10/2006,USD,867.06,0.21%,USD,909.82,0.35%,USD,810.68,0.07%,USD,932.89,0.32%,USD,672.83,-0.91%,USD,905.36,0.31%
11/9/2006,USD,865.2,-0.08%,USD,906.62,0.01%,USD,810.09,-0.10%,USD,929.95,-0.20%,USD,679.01,0.54%,USD,902.53,0.06%
11/8/2006,USD,865.87,-0.26%,USD,906.5,0.10%,USD,810.91,-0.23%,USD,931.81,-0.32%,USD,675.36,-0.48%,USD,901.97,-0.06%
11/7/2006,USD,868.09,0.36%,USD,905.59,0.28%,USD,812.82,0.37%,USD,934.83,0.68%,USD,678.6,0.74%,USD,902.47,0.19%
11/6/2006,USD,865,0.48%,USD,903.07,0.43%,USD,809.85,0.54%,USD,928.53,0.61%,USD,673.6,0.63%,USD,900.78,0.32%
11/5/2006,USD,860.9,0.00%,USD,899.24,0.00%,USD,805.52,0.00%,USD,922.94,0.00%,USD,669.36,0.00%,USD,897.94,0.00%
11/4/2006,USD,860.9,0.00%,USD,899.24,0.00%,USD,805.52,0.00%,USD,922.94,0.00%,USD,669.36,0.00%,USD,897.94,0.00%
11/3/2006,USD,860.9,0.08%,USD,899.24,-0.04%,USD,805.52,-0.09%,USD,922.94,-0.14%,USD,669.36,-0.36%,USD,897.94,-0.03%
11/2/2006,USD,860.21,0.00%,USD,899.6,0.17%,USD,806.25,-0.05%,USD,924.21,-0.25%,USD,671.78,0.43%,USD,898.17,0.13%
11/1/2006,USD,860.25,-0.05%,USD,898.09,-0.34%,USD,806.63,-0.03%,USD,926.48,0.08%,USD,668.88,0.01%,USD,896.97,-0.11%
10/31/2006,USD,860.69,-0.14%,USD,901.11,-0.23%,USD,806.91,0.09%,USD,925.78,0.10%,USD,668.81,-0.10%,USD,897.98,0.08%
10/30/2006,USD,861.88,0.00%,USD,903.17,0.17%,USD,806.19,0.05%,USD,924.83,-0.29%,USD,669.48,-0.26%,USD,897.28,0.06%
10/29/2006,USD,861.91,0.00%,USD,901.68,0.00%,USD,805.75,0.00%,USD,927.54,0.00%,USD,671.21,0.00%,USD,896.76,0.00%
10/28/2006,USD,861.91,0.00%,USD,901.68,0.00%,USD,805.75,0.00%,USD,927.54,0.00%,USD,671.21,0.00%,USD,896.76,0.00%
10/27/2006,USD,861.91,0.02%,USD,901.68,0.06%,USD,805.75,-0.05%,USD,927.54,-0.07%,USD,671.21,-0.12%,USD,896.76,0.09%
10/26/2006,USD,861.71,0.35%,USD,901.17,0.43%,USD,806.15,0.37%,USD,928.15,0.55%,USD,672.04,0.27%,USD,895.95,0.43%
10/25/2006,USD,858.74,0.10%,USD,897.31,0.16%,USD,803.17,0.14%,USD,923.09,0.34%,USD,670.26,0.23%,USD,892.13,0.08%
10/24/2006,USD,857.91,0.01%,USD,895.87,0.02%,USD,802.02,0.05%,USD,920,0.01%,USD,668.69,0.10%,USD,891.39,0.06%
10/23/2006,USD,857.86,0.03%,USD,895.71,-0.17%,USD,801.64,0.12%,USD,919.94,0.06%,USD,668.02,0.37%,USD,890.86,-0.15%
10/22/2006,USD,857.63,0.00%,USD,897.28,0.00%,USD,800.69,0.00%,USD,919.4,0.00%,USD,665.54,0.00%,USD,892.2,0.00%
10/21/2006,USD,857.63,0.00%,USD,897.28,0.00%,USD,800.69,0.00%,USD,919.4,0.00%,USD,665.54,0.00%,USD,892.2,0.00%
10/20/2006,USD,857.63,0.04%,USD,897.28,-0.11%,USD,800.69,0.09%,USD,919.4,0.15%,USD,665.54,0.22%,USD,892.2,-0.06%
10/19/2006,USD,857.32,0.25%,USD,898.24,0.24%,USD,799.96,0.20%,USD,918.06,0.36%,USD,664.09,-0.08%,USD,892.72,0.37%
10/18/2006,USD,855.21,0.12%,USD,896.08,-0.05%,USD,798.35,0.22%,USD,914.73,0.25%,USD,664.59,0.29%,USD,889.46,-0.08%
10/17/2006,USD,854.17,-0.17%,USD,896.52,0.03%,USD,796.56,-0.26%,USD,912.41,-0.43%,USD,662.65,-0.50%,USD,890.21,0.29%
10/16/2006,USD,855.66,0.30%,USD,896.22,0.25%,USD,798.63,0.19%,USD,916.33,0.51%,USD,665.98,0.31%,USD,887.67,0.18%
10/15/2006,USD,853.06,0.00%,USD,893.97,0.00%,USD,797.08,0.00%,USD,911.65,0.00%,USD,663.91,0.00%,USD,886.08,0.00%
10/14/2006,USD,853.06,0.00%,USD,893.97,0.00%,USD,797.08,0.00%,USD,911.65,0.00%,USD,663.91,0.00%,USD,886.08,0.00%
10/13/2006,USD,853.06,0.12%,USD,893.97,0.16%,USD,797.08,0.13%,USD,911.65,0.17%,USD,663.91,-0.08%,USD,886.08,-0.06%
10/12/2006,USD,852,0.41%,USD,892.54,0.58%,USD,796.03,0.37%,USD,910.09,0.49%,USD,664.44,0.04%,USD,886.65,0.47%
10/11/2006,USD,848.53,0.02%,USD,887.35,-0.15%,USD,793.08,0.14%,USD,905.66,-0.04%,USD,664.15,-0.19%,USD,882.5,-0.08%
10/10/2006,USD,848.36,0.08%,USD,888.64,-0.07%,USD,792,0.13%,USD,906.02,0.09%,USD,665.39,-0.02%,USD,883.21,-0.17%
10/9/2006,USD,847.69,0.15%,USD,889.25,0.18%,USD,790.98,0.07%,USD,905.17,0.14%,USD,665.53,-0.34%,USD,884.68,0.13%
10/8/2006,USD,846.41,0.00%,USD,887.64,0.00%,USD,790.42,0.00%,USD,903.88,0.00%,USD,667.77,0.00%,USD,883.56,0.00%
10/7/2006,USD,846.41,0.00%,USD,887.64,0.00%,USD,790.42,0.00%,USD,903.88,0.00%,USD,667.77,0.00%,USD,883.56,0.00%
10/6/2006,USD,846.41,-0.18%,USD,887.64,-0.16%,USD,790.42,-0.11%,USD,903.88,-0.44%,USD,667.77,0.13%,USD,883.56,-0.42%
10/5/2006,USD,847.92,0.58%,USD,889.05,0.50%,USD,791.27,0.41%,USD,907.88,0.77%,USD,666.89,0.54%,USD,887.29,0.39%
10/4/2006,USD,842.99,0.09%,USD,884.64,0.28%,USD,788.01,0.12%,USD,900.92,0.22%,USD,663.32,-0.35%,USD,883.83,0.06%
10/3/2006,USD,842.2,-0.01%,USD,882.19,0.06%,USD,787.04,0.04%,USD,898.97,-0.20%,USD,665.65,-0.19%,USD,883.32,0.14%
10/2/2006,USD,842.25,0.51%,USD,881.69,1.00%,USD,786.76,0.31%,USD,900.81,0.31%,USD,666.91,0.12%,USD,882.12,-0.05%
10/1/2006,USD,838,0.00%,USD,872.94,0.00%,USD,784.31,0.00%,USD,898.04,0.00%,USD,666.11,0.00%,USD,882.57,0.00%
9/30/2006,USD,838,0.00%,USD,872.94,0.00%,USD,784.31,0.00%,USD,898.04,0.00%,USD,666.11,0.00%,USD,882.57,0.00%
9/29/2006,USD,838,-0.03%,USD,872.94,-0.14%,USD,784.31,-0.02%,USD,898.04,-0.13%,USD,666.11,-0.23%,USD,882.57,-0.06%
9/28/2006,USD,838.28,-0.06%,USD,874.16,-0.11%,USD,784.45,-0.01%,USD,899.25,0.02%,USD,667.66,-0.31%,USD,883.08,-0.39%
9/27/2006,USD,838.82,0.49%,USD,875.11,0.44%,USD,784.52,0.44%,USD,899.05,0.79%,USD,669.72,0.21%,USD,886.58,0.79%
9/26/2006,USD,834.69,0.16%,USD,871.25,0.05%,USD,781.12,0.19%,USD,892,0.29%,USD,668.31,0.19%,USD,879.65,0.16%
9/25/2006,USD,833.32,0.00%,USD,870.79,0.17%,USD,779.6,0.09%,USD,889.42,-0.14%,USD,667.06,0.27%,USD,878.22,-0.38%
9/24/2006,USD,833.29,0.00%,USD,869.31,0.00%,USD,778.89,0.00%,USD,890.68,0.00%,USD,665.26,0.00%,USD,881.53,0.00%
9/23/2006,USD,833.29,0.00%,USD,869.31,0.00%,USD,778.89,0.00%,USD,890.68,0.00%,USD,665.26,0.00%,USD,881.53,0.00%
9/22/2006,USD,833.29,-0.41%,USD,869.31,-0.14%,USD,778.89,-0.37%,USD,890.68,-0.48%,USD,665.26,0.08%,USD,881.53,0.24%
9/21/2006,USD,836.68,0.05%,USD,870.54,-0.22%,USD,781.77,0.07%,USD,894.95,0.26%,USD,664.73,0.44%,USD,879.46,-0.18%
9/20/2006,USD,836.26,0.24%,USD,872.46,0.20%,USD,781.23,0.16%,USD,892.62,0.31%,USD,661.82,0.61%,USD,881.06,0.02%
9/19/2006,USD,834.28,-0.06%,USD,870.7,0.07%,USD,780.02,0.03%,USD,889.84,-0.12%,USD,657.79,-0.35%,USD,880.84,0.21%
9/18/2006,USD,834.79,-0.03%,USD,870.13,0.01%,USD,779.75,-0.01%,USD,890.91,-0.04%,USD,660.12,0.70%,USD,879.02,0.02%
9/17/2006,USD,835.06,0.00%,USD,870.07,0.00%,USD,779.81,0.00%,USD,891.24,0.00%,USD,655.54,0.00%,USD,878.85,0.00%
9/16/2006,USD,835.06,0.00%,USD,870.07,0.00%,USD,779.81,0.00%,USD,891.24,0.00%,USD,655.54,0.00%,USD,878.85,0.00%
9/15/2006,USD,835.06,-0.16%,USD,870.07,-0.16%,USD,779.81,-0.15%,USD,891.24,-0.27%,USD,655.54,-0.64%,USD,878.85,-0.68%
9/14/2006,USD,836.39,0.25%,USD,871.49,-0.10%,USD,780.96,0.27%,USD,893.63,0.52%,USD,659.76,-0.01%,USD,884.91,0.01%
9/13/2006,USD,834.27,0.17%,USD,872.35,0.30%,USD,778.85,0.11%,USD,889.01,0.15%,USD,659.83,0.28%,USD,884.83,0.10%
9/12/2006,USD,832.83,0.64%,USD,869.76,0.66%,USD,778,0.53%,USD,887.7,0.79%,USD,657.98,0.62%,USD,883.94,0.24%
9/11/2006,USD,827.55,-0.19%,USD,864.08,0.03%,USD,773.93,-0.13%,USD,880.77,-0.39%,USD,653.91,-0.83%,USD,881.78,0.04%
9/10/2006,USD,829.1,0.00%,USD,863.84,0.00%,USD,774.94,0.00%,USD,884.18,0.00%,USD,659.39,0.00%,USD,881.4,0.00%
9/9/2006,USD,829.1,0.00%,USD,863.84,0.00%,USD,774.94,0.00%,USD,884.18,0.00%,USD,659.39,0.00%,USD,881.4,0.00%
9/8/2006,USD,829.1,0.11%,USD,863.84,0.02%,USD,774.94,0.04%,USD,884.18,0.15%,USD,659.39,-0.66%,USD,881.4,-0.15%
9/7/2006,USD,828.19,-0.49%,USD,863.64,-0.15%,USD,774.61,-0.49%,USD,882.89,-0.99%,USD,663.76,-1.12%,USD,882.73,-0.04%
9/6/2006,USD,832.25,-0.53%,USD,864.9,-0.40%,USD,778.44,-0.42%,USD,891.71,-0.79%,USD,671.29,-0.05%,USD,883.12,-0.21%
9/5/2006,USD,836.69,0.37%,USD,868.34,0.26%,USD,781.74,0.21%,USD,898.8,0.49%,USD,671.61,0.27%,USD,885,0.14%
9/4/2006,USD,833.6,0.00%,USD,866.07,0.00%,USD,780.09,0.00%,USD,894.45,0.00%,USD,669.82,0.00%,USD,883.79,0.00%
9/3/2006,USD,833.6,0.00%,USD,866.07,0.00%,USD,780.09,0.00%,USD,894.45,0.00%,USD,669.82,0.00%,USD,883.79,0.00%
9/2/2006,USD,833.6,0.00%,USD,866.07,0.00%,USD,780.09,0.00%,USD,894.45,0.00%,USD,669.82,0.00%,USD,883.79,0.00%
9/1/2006,USD,833.6,0.11%,USD,866.07,0.07%,USD,780.09,0.11%,USD,894.45,0.15%,USD,669.82,0.33%,USD,883.79,0.13%
8/31/2006,USD,832.72,0.00%,USD,865.44,-0.08%,USD,779.25,0.02%,USD,893.14,0.05%,USD,667.62,0.65%,USD,882.63,-0.37%
8/30/2006,USD,832.72,0.40%,USD,866.15,0.28%,USD,779.06,0.38%,USD,892.65,0.70%,USD,663.28,0.31%,USD,885.89,0.03%
8/29/2006,USD,829.41,0.37%,USD,863.74,0.33%,USD,776.08,0.19%,USD,886.44,0.41%,USD,661.2,0.19%,USD,885.63,0.17%
8/28/2006,USD,826.34,0.31%,USD,860.91,0.26%,USD,774.64,0.29%,USD,882.83,0.44%,USD,659.92,0.26%,USD,884.13,0.11%
8/27/2006,USD,823.82,0.00%,USD,858.71,0.00%,USD,772.38,0.00%,USD,878.98,0.00%,USD,658.22,0.00%,USD,883.16,0.00%
8/26/2006,USD,823.82,0.00%,USD,858.71,0.00%,USD,772.38,0.00%,USD,878.98,0.00%,USD,658.22,0.00%,USD,883.16,0.00%
8/25/2006,USD,823.82,-0.17%,USD,858.71,0.02%,USD,772.38,-0.11%,USD,878.98,-0.32%,USD,658.22,0.23%,USD,883.16,-0.05%
8/24/2006,USD,825.23,-0.05%,USD,858.56,0.15%,USD,773.26,-0.05%,USD,881.81,-0.17%,USD,656.74,-0.48%,USD,883.56,0.27%
8/23/2006,USD,825.63,-0.20%,USD,857.25,-0.24%,USD,773.61,-0.15%,USD,883.32,-0.33%,USD,659.89,-0.21%,USD,881.15,-0.13%
8/22/2006,USD,827.29,0.01%,USD,859.32,0.08%,USD,774.74,0.00%,USD,886.26,-0.10%,USD,661.27,-0.10%,USD,882.32,-0.04%
8/21/2006,USD,827.23,-0.08%,USD,858.62,-0.07%,USD,774.75,0.08%,USD,887.11,-0.02%,USD,661.94,0.47%,USD,882.64,0.34%
8/20/2006,USD,827.92,0.00%,USD,859.18,0.00%,USD,774.14,0.00%,USD,887.27,0.00%,USD,658.86,0.00%,USD,879.67,0.00%
